Image,Info,Vendor,Name
"<img
        src=""//cdn.shopify.com/s/files/1/0090/6438/2521/products/http-52-60-121-34-upload-100935-00628242050289-a1c1-en_1024x1024_1aff5f2b-e052-415a-b3d0-d1f829a398bb_136x136.png?v=1554406684""
        alt=""Royal High - CBD Tonic""
        data-rimg=""noscript""
        srcset=""//cdn.shopify.com/s/files/1/0090/6438/2521/products/http-52-60-121-34-upload-100935-00628242050289-a1c1-en_1024x1024_1aff5f2b-e052-415a-b3d0-d1f829a398bb_136x136.png?v=1554406684 1x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/http-52-60-121-34-upload-100935-00628242050289-a1c1-en_1024x1024_1aff5f2b-e052-415a-b3d0-d1f829a398bb_272x272.png?v=1554406684 2x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/http-52-60-121-34-upload-100935-00628242050289-a1c1-en_1024x1024_1aff5f2b-e052-415a-b3d0-d1f829a398bb_408x408.png?v=1554406684 3x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/http-52-60-121-34-upload-100935-00628242050289-a1c1-en_1024x1024_1aff5f2b-e052-415a-b3d0-d1f829a398bb_544x544.png?v=1554406684 4x""
        
        
        
      >
    
  
  
  
        
        
    
      Sale Royal High - CBD Tonic View full details","THC: 6-7%
            
          
          
            
            
              CBD: 8-9%
            
          
          
        
        
        
          
            
              Hybrid",Royal High,Royal High - CBD Tonic
"<img
        src=""//cdn.shopify.com/s/files/1/0090/6438/2521/products/http-52-60-121-34-upload-100244-00628242050227-a1c1-en-c01_1024x1024_79443755-967f-4ab0-99d4-83b5718523ec_136x136.png?v=1548092315""
        alt=""Royal High - Great White Shark""
        data-rimg=""noscript""
        srcset=""//cdn.shopify.com/s/files/1/0090/6438/2521/products/http-52-60-121-34-upload-100244-00628242050227-a1c1-en-c01_1024x1024_79443755-967f-4ab0-99d4-83b5718523ec_136x136.png?v=1548092315 1x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/http-52-60-121-34-upload-100244-00628242050227-a1c1-en-c01_1024x1024_79443755-967f-4ab0-99d4-83b5718523ec_272x272.png?v=1548092315 2x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/http-52-60-121-34-upload-100244-00628242050227-a1c1-en-c01_1024x1024_79443755-967f-4ab0-99d4-83b5718523ec_408x408.png?v=1548092315 3x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/http-52-60-121-34-upload-100244-00628242050227-a1c1-en-c01_1024x1024_79443755-967f-4ab0-99d4-83b5718523ec_544x544.png?v=1548092315 4x""
        
        
        
      > Royal High - Great White Shark View full details","THC: 15-17%
            
          
          
            
            
              CBD: <1%
            
          
          
        
        
        
          
            
              Indica",Royal High,Royal High - Great White Shark
"<img
        src=""//cdn.shopify.com/s/files/1/0090/6438/2521/products/http-52-60-121-34-upload-100243-00628242050258-a1c1-en-c01_1024x1024_abed12f0-4810-47ef-af40-2b9316e912ea_136x136.png?v=1544220915""
        alt=""Royal High - Mazar X GWS""
        data-rimg=""noscript""
        srcset=""//cdn.shopify.com/s/files/1/0090/6438/2521/products/http-52-60-121-34-upload-100243-00628242050258-a1c1-en-c01_1024x1024_abed12f0-4810-47ef-af40-2b9316e912ea_136x136.png?v=1544220915 1x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/http-52-60-121-34-upload-100243-00628242050258-a1c1-en-c01_1024x1024_abed12f0-4810-47ef-af40-2b9316e912ea_272x272.png?v=1544220915 2x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/http-52-60-121-34-upload-100243-00628242050258-a1c1-en-c01_1024x1024_abed12f0-4810-47ef-af40-2b9316e912ea_408x408.png?v=1544220915 3x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/http-52-60-121-34-upload-100243-00628242050258-a1c1-en-c01_1024x1024_abed12f0-4810-47ef-af40-2b9316e912ea_544x544.png?v=1544220915 4x""
        
        
        
      > Royal High - Mazar X GWS View full details","THC: 13-21%
            
          
          
            
            
              CBD: <1%
            
          
          
        
        
        
          
            
              Indica",Royal High,Royal High - Mazar X GWS
"<img
        src=""//cdn.shopify.com/s/files/1/0090/6438/2521/products/JZlMBVS_136x136.png?v=1548093386""
        alt=""Royal High - Northern Lights""
        data-rimg=""noscript""
        srcset=""//cdn.shopify.com/s/files/1/0090/6438/2521/products/JZlMBVS_136x136.png?v=1548093386 1x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/JZlMBVS_272x272.png?v=1548093386 2x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/JZlMBVS_408x408.png?v=1548093386 3x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/JZlMBVS_544x544.png?v=1548093386 4x""
        
        
        
      > Royal High - Northern Lights","THC: 11-13%
            
          
          
            
            
              CBD: <1%
            
          
          
        
        
        
          
            
              Indica",Royal High,Royal High - Northern Lights
"<img
        src=""//cdn.shopify.com/s/files/1/0090/6438/2521/products/http-52-60-121-34-upload-100495-00886708001644-a1c1-en-c01_1024x1024_ed8baaa8-1e70-4aab-87b5-7e9cc4e2ce7d_136x136.png?v=1554406021""
        alt=""Tokyo Smoke - Rise""
        data-rimg=""noscript""
        srcset=""//cdn.shopify.com/s/files/1/0090/6438/2521/products/http-52-60-121-34-upload-100495-00886708001644-a1c1-en-c01_1024x1024_ed8baaa8-1e70-4aab-87b5-7e9cc4e2ce7d_136x136.png?v=1554406021 1x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/http-52-60-121-34-upload-100495-00886708001644-a1c1-en-c01_1024x1024_ed8baaa8-1e70-4aab-87b5-7e9cc4e2ce7d_272x272.png?v=1554406021 2x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/http-52-60-121-34-upload-100495-00886708001644-a1c1-en-c01_1024x1024_ed8baaa8-1e70-4aab-87b5-7e9cc4e2ce7d_408x408.png?v=1554406021 3x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/http-52-60-121-34-upload-100495-00886708001644-a1c1-en-c01_1024x1024_ed8baaa8-1e70-4aab-87b5-7e9cc4e2ce7d_544x544.png?v=1554406021 4x""
        
        
        
      > Tokyo Smoke - Rise View full details","THC: 12-17%
            
          
          
            
            
              CBD: <1%
            
          
          
        
        
        
          
            
              Sativa",Tokyo Smoke,Tokyo Smoke - Rise
"<img
        src=""//cdn.shopify.com/s/files/1/0090/6438/2521/products/upload-100174-00886708000241-a1c1-en-compressed_1024x1024_d3a714d8-96f7-403c-a7eb-2b0c593ba1ee_136x136.jpg?v=1563570045""
        alt=""Tokyo Smoke - Equalize""
        data-rimg=""noscript""
        srcset=""//cdn.shopify.com/s/files/1/0090/6438/2521/products/upload-100174-00886708000241-a1c1-en-compressed_1024x1024_d3a714d8-96f7-403c-a7eb-2b0c593ba1ee_136x136.jpg?v=1563570045 1x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/upload-100174-00886708000241-a1c1-en-compressed_1024x1024_d3a714d8-96f7-403c-a7eb-2b0c593ba1ee_272x272.jpg?v=1563570045 2x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/upload-100174-00886708000241-a1c1-en-compressed_1024x1024_d3a714d8-96f7-403c-a7eb-2b0c593ba1ee_408x408.jpg?v=1563570045 3x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/upload-100174-00886708000241-a1c1-en-compressed_1024x1024_d3a714d8-96f7-403c-a7eb-2b0c593ba1ee_544x544.jpg?v=1563570045 4x""
        
        
        
      >
    
  
  
  
        
        
    
      Sale Tokyo Smoke - Equalize View full details","THC: 6-8%
            
          
          
            
            
              CBD: 7-11%
            
          
          
        
        
        
          
            
              Indica",Tokyo Smoke,Tokyo Smoke - Equalize
"<img
        src=""//cdn.shopify.com/s/files/1/0090/6438/2521/products/nfz5kAKK6sss1Bh4b3U5_136x136.jpg?v=1563570080""
        alt=""Tokyo Smoke - Pause""
        data-rimg=""noscript""
        srcset=""//cdn.shopify.com/s/files/1/0090/6438/2521/products/nfz5kAKK6sss1Bh4b3U5_136x136.jpg?v=1563570080 1x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/nfz5kAKK6sss1Bh4b3U5_272x272.jpg?v=1563570080 2x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/nfz5kAKK6sss1Bh4b3U5_408x408.jpg?v=1563570080 3x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/nfz5kAKK6sss1Bh4b3U5_544x544.jpg?v=1563570080 4x""
        
        
        
      > Tokyo Smoke - Pause View full details","THC: 15-19%
            
          
          
            
            
              CBD: <1%
            
          
          
        
        
        
          
            
              Indica",Tokyo Smoke,Tokyo Smoke - Pause
"<img
        src=""//cdn.shopify.com/s/files/1/0090/6438/2521/products/IMG_20190720_134336_jpg_136x136.png?v=1563832856""
        alt=""Pure Sunfarms - Hash Plant""
        data-rimg=""noscript""
        srcset=""//cdn.shopify.com/s/files/1/0090/6438/2521/products/IMG_20190720_134336_jpg_136x136.png?v=1563832856 1x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/IMG_20190720_134336_jpg_272x272.png?v=1563832856 2x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/IMG_20190720_134336_jpg_408x408.png?v=1563832856 3x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/IMG_20190720_134336_jpg_544x544.png?v=1563832856 4x""
        
        
        
      >
    
  
  
  
        
        
    Sold out Pure Sunfarms - Hash Plant View full details","THC: 15-16%
            
          
          
            
            
              CBD: <1%
            
          
          
        
        
        
          
            
              Indica",Canna Farms,Pure Sunfarms - Hash Plant
"<img
        src=""//cdn.shopify.com/s/files/1/0090/6438/2521/products/http-52-60-121-34-upload-100334-00627697100129-m1c0-en_1024x1024_e7548478-1426-4eac-a460-9d5d590f8d82_136x136.png?v=1554743735""
        alt=""High Tide - A. Haze""
        data-rimg=""noscript""
        srcset=""//cdn.shopify.com/s/files/1/0090/6438/2521/products/http-52-60-121-34-upload-100334-00627697100129-m1c0-en_1024x1024_e7548478-1426-4eac-a460-9d5d590f8d82_136x136.png?v=1554743735 1x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/http-52-60-121-34-upload-100334-00627697100129-m1c0-en_1024x1024_e7548478-1426-4eac-a460-9d5d590f8d82_272x272.png?v=1554743735 2x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/http-52-60-121-34-upload-100334-00627697100129-m1c0-en_1024x1024_e7548478-1426-4eac-a460-9d5d590f8d82_408x408.png?v=1554743735 3x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/http-52-60-121-34-upload-100334-00627697100129-m1c0-en_1024x1024_e7548478-1426-4eac-a460-9d5d590f8d82_544x544.png?v=1554743735 4x""
        
        
        
      > High Tide - A. Haze View full details","THC: 15-16%
            
          
          
            
            
              CBD: <1%
            
          
          
        
        
        
          
            
              Sativa",High Tide,High Tide - A. Haze
"<img
        src=""//cdn.shopify.com/s/files/1/0090/6438/2521/products/50107-m_500x_1ca5c83f-10af-44aa-981a-ce9bad922c1d_136x136.png?v=1543544873""
        alt=""Tweed - Donegal""
        data-rimg=""noscript""
        srcset=""//cdn.shopify.com/s/files/1/0090/6438/2521/products/50107-m_500x_1ca5c83f-10af-44aa-981a-ce9bad922c1d_136x136.png?v=1543544873 1x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/50107-m_500x_1ca5c83f-10af-44aa-981a-ce9bad922c1d_272x272.png?v=1543544873 2x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/50107-m_500x_1ca5c83f-10af-44aa-981a-ce9bad922c1d_408x408.png?v=1543544873 3x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/50107-m_500x_1ca5c83f-10af-44aa-981a-ce9bad922c1d_499x499.png?v=1543544873 3.67x""
        
        
        
      > Tweed - Donegal View full details","THC: 17-18%
            
          
          
            
            
              CBD: <1%
            
          
          
        
        
        
          
            
              Sativa",Tweed Inc.,Tweed - Donegal
"<img
        src=""//cdn.shopify.com/s/files/1/0090/6438/2521/products/50098-m_500x_e7485e49-aa92-4569-8eca-ceb0006b00c0_136x136.png?v=1543544270""
        alt=""Tweed - Boaty McBoatface""
        data-rimg=""noscript""
        srcset=""//cdn.shopify.com/s/files/1/0090/6438/2521/products/50098-m_500x_e7485e49-aa92-4569-8eca-ceb0006b00c0_136x136.png?v=1543544270 1x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/50098-m_500x_e7485e49-aa92-4569-8eca-ceb0006b00c0_272x272.png?v=1543544270 2x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/50098-m_500x_e7485e49-aa92-4569-8eca-ceb0006b00c0_408x408.png?v=1543544270 3x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/50098-m_500x_e7485e49-aa92-4569-8eca-ceb0006b00c0_499x499.png?v=1543544270 3.67x""
        
        
        
      >
    
  
  
  
        
        
    
      Sale Tweed - Boaty McBoatface View full details","THC: 1-4%
            
          
          
            
            
              CBD: 6-10%
            
          
          
        
        
        
          
            
              Sativa",Tweed Inc.,Tweed - Boaty McBoatface
"<img
        src=""//cdn.shopify.com/s/files/1/0090/6438/2521/products/50138-m_300x_a2371baa-dd1a-4fb1-9e4f-01d59db4edac_136x136.png?v=1543523325""
        alt=""LBS - Ocean View""
        data-rimg=""noscript""
        srcset=""//cdn.shopify.com/s/files/1/0090/6438/2521/products/50138-m_300x_a2371baa-dd1a-4fb1-9e4f-01d59db4edac_136x136.png?v=1543523325 1x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/50138-m_300x_a2371baa-dd1a-4fb1-9e4f-01d59db4edac_272x272.png?v=1543523325 2x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/50138-m_300x_a2371baa-dd1a-4fb1-9e4f-01d59db4edac_299x299.png?v=1543523325 2.2x""
        
        
        
      > LBS - Ocean View View full details","THC: 10-15%
            
          
          
            
            
              CBD: <1%
            
          
          
        
        
        
          
            
              Sativa",LBS,LBS - Ocean View
"<img
        src=""//cdn.shopify.com/s/files/1/0090/6438/2521/products/http-52-60-121-34-upload-100012-00688083000751-a1r1-fr-c01_1024x1024_1c5cd758-e113-49c7-9d6a-21ceea194572_136x136.png?v=1543512784""
        alt=""LBS - Moonbeam""
        data-rimg=""noscript""
        srcset=""//cdn.shopify.com/s/files/1/0090/6438/2521/products/http-52-60-121-34-upload-100012-00688083000751-a1r1-fr-c01_1024x1024_1c5cd758-e113-49c7-9d6a-21ceea194572_136x136.png?v=1543512784 1x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/http-52-60-121-34-upload-100012-00688083000751-a1r1-fr-c01_1024x1024_1c5cd758-e113-49c7-9d6a-21ceea194572_272x272.png?v=1543512784 2x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/http-52-60-121-34-upload-100012-00688083000751-a1r1-fr-c01_1024x1024_1c5cd758-e113-49c7-9d6a-21ceea194572_408x408.png?v=1543512784 3x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/http-52-60-121-34-upload-100012-00688083000751-a1r1-fr-c01_1024x1024_1c5cd758-e113-49c7-9d6a-21ceea194572_544x544.png?v=1543512784 4x""
        
        
        
      >
    
  
  
  
        
        
    Sold out LBS - Moonbeam View full details","THC: 17-22%
            
          
          
            
            
              CBD: <1%
            
          
          
        
        
        
          
            
              Indica",LBS,LBS - Moonbeam
"<img
        src=""//cdn.shopify.com/s/files/1/0090/6438/2521/products/http-52-60-121-34-upload-100322-00688083000188-a1r1-en-c01_1024x1024_a82ea89d-dde1-4f27-8b87-09c303bc0975_136x136.png?v=1547674541""
        alt=""DNA Genetics - Lemon Skunk""
        data-rimg=""noscript""
        srcset=""//cdn.shopify.com/s/files/1/0090/6438/2521/products/http-52-60-121-34-upload-100322-00688083000188-a1r1-en-c01_1024x1024_a82ea89d-dde1-4f27-8b87-09c303bc0975_136x136.png?v=1547674541 1x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/http-52-60-121-34-upload-100322-00688083000188-a1r1-en-c01_1024x1024_a82ea89d-dde1-4f27-8b87-09c303bc0975_272x272.png?v=1547674541 2x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/http-52-60-121-34-upload-100322-00688083000188-a1r1-en-c01_1024x1024_a82ea89d-dde1-4f27-8b87-09c303bc0975_408x408.png?v=1547674541 3x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/http-52-60-121-34-upload-100322-00688083000188-a1r1-en-c01_1024x1024_a82ea89d-dde1-4f27-8b87-09c303bc0975_544x544.png?v=1547674541 4x""
        
        
        
      > DNA Genetics - Lemon Skunk View full details","THC: 14-17%
            
          
          
            
            
              CBD: <1%
            
          
          
        
        
        
          
            
              Hybrid",DNA Genetics,DNA Genetics - Lemon Skunk
"<img
        src=""//cdn.shopify.com/s/files/1/0090/6438/2521/products/Aurora_3.5g_Banana_Split_136x136.jpg?v=1553540966""
        alt=""Aurora - Banana Split""
        data-rimg=""noscript""
        srcset=""//cdn.shopify.com/s/files/1/0090/6438/2521/products/Aurora_3.5g_Banana_Split_136x136.jpg?v=1553540966 1x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/Aurora_3.5g_Banana_Split_272x272.jpg?v=1553540966 2x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/Aurora_3.5g_Banana_Split_408x408.jpg?v=1553540966 3x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/Aurora_3.5g_Banana_Split_544x544.jpg?v=1553540966 4x""
        
        
        
      > Aurora - Banana Split View full details","THC: 10-12%
            
          
          
            
            
              CBD: <1%
            
          
          
        
        
        
          
            
              Hybrid",Aurora,Aurora - Banana Split
"<img
        src=""//cdn.shopify.com/s/files/1/0090/6438/2521/products/uCsf6T1SQ3GR0oVvZ0Ij_PkABXWTA_136x136.jpeg?v=1554406548""
        alt=""Namaste - Durga Mata 2""
        data-rimg=""noscript""
        srcset=""//cdn.shopify.com/s/files/1/0090/6438/2521/products/uCsf6T1SQ3GR0oVvZ0Ij_PkABXWTA_136x136.jpeg?v=1554406548 1x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/uCsf6T1SQ3GR0oVvZ0Ij_PkABXWTA_272x272.jpeg?v=1554406548 2x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/uCsf6T1SQ3GR0oVvZ0Ij_PkABXWTA_408x408.jpeg?v=1554406548 3x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/uCsf6T1SQ3GR0oVvZ0Ij_PkABXWTA_544x544.jpeg?v=1554406548 4x""
        
        
        
      >
    
  
  
  
        
        
    
      Sale Namaste - Durga Mata 2 View full details","THC: 6-7%
            
          
          
            
            
              CBD: 11%
            
          
          
        
        
        
          
            
              Indica",Namaste,Namaste - Durga Mata 2
"<img
        src=""//cdn.shopify.com/s/files/1/0090/6438/2521/products/Sensi_Star_136x118.jpg?v=1557435623""
        alt=""Namaste - Sensi Star""
        data-rimg=""noscript""
        srcset=""//cdn.shopify.com/s/files/1/0090/6438/2521/products/Sensi_Star_136x118.jpg?v=1557435623 1x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/Sensi_Star_272x236.jpg?v=1557435623 2x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/Sensi_Star_408x354.jpg?v=1557435623 3x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/Sensi_Star_544x472.jpg?v=1557435623 4x""
        
        
        
      > Namaste - Sensi Star View full details","THC: 16-17%
            
          
          
            
            
              CBD: <1%
            
          
          
        
        
        
          
            
              Indica",Zenabis,Namaste - Sensi Star
"<img
        src=""//cdn.shopify.com/s/files/1/0090/6438/2521/products/utopia-doja-cannabis_136x136.jpg?v=1546892904""
        alt=""Doja - Utopia""
        data-rimg=""noscript""
        srcset=""//cdn.shopify.com/s/files/1/0090/6438/2521/products/utopia-doja-cannabis_136x136.jpg?v=1546892904 1x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/utopia-doja-cannabis_272x272.jpg?v=1546892904 2x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/utopia-doja-cannabis_290x290.jpg?v=1546892904 2.13x""
        
        
        
      > Doja - Utopia View full details","THC: 12-16%
            
          
          
            
            
              CBD: <1%
            
          
          
        
        
        
          
            
              Indica",Doja,Doja - Utopia
"<img
        src=""//cdn.shopify.com/s/files/1/0090/6438/2521/products/Aurora_3.5g_LA_Confidential_136x136.png?v=1557333968""
        alt=""Aurora - LA Confidential""
        data-rimg=""noscript""
        srcset=""//cdn.shopify.com/s/files/1/0090/6438/2521/products/Aurora_3.5g_LA_Confidential_136x136.png?v=1557333968 1x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/Aurora_3.5g_LA_Confidential_272x272.png?v=1557333968 2x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/Aurora_3.5g_LA_Confidential_408x408.png?v=1557333968 3x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/Aurora_3.5g_LA_Confidential_544x544.png?v=1557333968 4x""
        
        
        
      >
    
  
  
  
        
        
    Sold out Aurora - LA Confidential View full details","THC: 16-17% 
            
          
          
            
            
              CBD: <1%
            
          
          
        
        
        
          
            
              Indica",Aurora,Aurora - LA Confidential
"<img
        src=""//cdn.shopify.com/s/files/1/0090/6438/2521/products/0016_Up-Eldo-01_136x136.jpg?v=1563570390""
        alt=""Up - Eldo""
        data-rimg=""noscript""
        srcset=""//cdn.shopify.com/s/files/1/0090/6438/2521/products/0016_Up-Eldo-01_136x136.jpg?v=1563570390 1x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/0016_Up-Eldo-01_272x272.jpg?v=1563570390 2x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/0016_Up-Eldo-01_408x408.jpg?v=1563570390 3x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/0016_Up-Eldo-01_544x544.jpg?v=1563570390 4x""
        
        
        
      > Up - Eldo View full details","THC: 11-12%
            
          
          
            
            
              CBD: <1%
            
          
          
        
        
        
          
            
              Sativa",Up Cannabis,Up - Eldo
"<img
        src=""//cdn.shopify.com/s/files/1/0090/6438/2521/products/Mango_Haze_136x136.jpg?v=1564687171""
        alt=""Color - Mango haze""
        data-rimg=""noscript""
        srcset=""//cdn.shopify.com/s/files/1/0090/6438/2521/products/Mango_Haze_136x136.jpg?v=1564687171 1x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/Mango_Haze_272x272.jpg?v=1564687171 2x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/Mango_Haze_408x408.jpg?v=1564687171 3x, //cdn.shopify.com/s/files/1/0090/6438/2521/products/Mango_Haze_544x544.jpg?v=1564687171 4x""
        
        
        
      >
    
  
  
  
        
        
    Sold out Color - Mango haze","THC: 5-6%
            
          
          
            
            
              CBD: 8-9%
            
          
          
        
        
        
          
            
              Hybrid",Color Cannabis,Color - Mango haze